binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,target,uniform corr 2,random choice 2,multicollinearity 2,uniform corr 1,multicollinearity 3,duplicate_2,random choice 7,pd qcut3,informative_1,random label num 14,multicollinearity 4,multicollinearity 1,outliers 1,correlated w target 2,outliers 2,pd qcut1,corr_feature_class,correlated w target 1,class,scaling_combined,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
1,0.012,0.007,0.502,0.001,0.001,0.001,0.001,0.012,0.001,3.1919319238247565,0.8786653345495521,0,-0.05929257841864111,0.6452623854667092,0.03807732559033049,1.646367141258015,0.41,0.193,1.882030027039841,0.068,0.010439461142465158,-0.5121194349272072,1.5591979449555466,0.7663195238172962,1.3543006771239583,0,-9.659111297319823,-3.7731844463419293,1.0,44926.00094951084,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.001,0.502,0.001,0.001,0.291,0.108,0.571,0.155,2.16415341226954,0.0010304322508349723,1,-2.864306486268616,0.90783639881941,0.7647560782048062,1.0474848470309324,0.096,0.185,1.0198391116840506,0.063,0.3229559443003216,0.07330016603641407,0.8322002461117675,-8.242782782688199,2.2328806418751164,0,1.2591527529493285,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.001,-1.5917313144198164,0.11419275760964909,0,-2.864306486268616,0.3832732108440168,-0.7466475618001285,-0.8983006964065531,0.41,0.244,-0.3714869425311782,0.063,-0.6266252210596983,-1.1908751836585754,1.3782830846506375,-8.242782782688199,3.477278154285508,0,3.3812340750353216,-8.854087020766123,0.0,41049.124457966675,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004,0.001,0.001,0.001,0.001,0.291,0.108,0.571,0.155,4.171443967670781,0.7745722225655016,1,1.1382808040676502,0.8958676441874749,-0.8822882791851409,1.5115778404585067,0.41,0.193,-2.409975872086312,0.068,-1.32723053466869,1.8071363451683504,-4.925095856884012,-8.242782782688199,1.193547503765209,0,7.984366224587721,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.013,0.502,0.201,0.302,0.001,0.001,0.007,0.001,1.0711718257205494,0.8948145564352701,1,0.10177745306393136,0.787211056223494,-1.2537675742931222,0.4724066441252236,0.41,0.185,0.5508509886724762,0.065,-1.3001713141441795,0.13552158799323352,0.8034485403546564,-0.6709192157065518,3.7022407312280983,0,-1.0003740852127492,-8.854087020766123,0.0,38024.60082801013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.016,0.001,0.502,0.201,0.001,0.001,0.001,0.006,0.001,4.663571335859559,0.7292757050382486,0,-0.6074753500299604,0.9210992010582011,-1.427596619114711,1.8961937668539977,0.11,0.193,-1.287894198500732,0.065,-1.1750253572298706,-0.11508129121901385,1.3139825372568514,-8.242782782688199,-1.4378495674905016,1,8.279239803782666,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.001,0.001,0.001,0.291,0.001,0.011,0.001,-0.05917940201608718,0.9302080270758638,1,0.41968354978113953,0.03932926660041656,-1.878090103730575,-0.41349414144382024,0.11,0.188,-2.044462049230024,0.053,-1.042400437781054,0.020457035239466476,-0.5454789501584446,-0.8261621953711629,-3.542026245582803,0,4.185224055967424,-8.854087020766123,1.0,44553.73091600074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.001,0.005,0.001,0.201,0.302,0.001,0.001,0.007,0.001,-2.385582206089156,0.5762422758799106,0,0.2291603014464724,0.21115591331885258,-0.13732938083184826,-1.3398820467032777,0.41,0.244,-0.8852896287436569,0.059,-0.24750264937443694,0.054367592362096734,0.3164433022193322,-8.242782782688199,4.202131377236128,0,-9.659111297319823,-8.854087020766123,0.0,51410.71011077029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.001,0.001,0.001,0.302,0.001,0.001,0.571,0.001,2.0071546527859363,0.983449563334413,1,0.03780484905636815,0.7961696931090432,0.8141896378602439,0.9747731471654596,0.41,0.185,1.0241831340573713,0.059,0.3141705303847134,-0.27000944232667895,-4.925095856884012,-8.242782782688199,1.397498869032382,1,4.701080890316463,5.357520082970115,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.502,0.001,0.001,0.001,0.001,0.007,0.001,-1.796914443713002,0.0010304322508349723,0,-1.6577517761432632,0.338703189252508,-1.1015194754823432,-0.5603828863589755,0.11,0.244,2.772118783740503,0.056,-3.0601734293842595,-1.612786601725739,-1.2873793822821025,1.2903229465971968,5.087046786201832,0,2.0856621015869234,-8.854087020766123,0.0,25390.85294603721,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.009,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.155,5.725060088355324,0.9866941315878844,0,0.2892139428032608,0.5708175199273627,-0.9834770194498991,2.9689279268649393,0.092,0.193,2.894620275821785,0.06,-1.980740161184356,1.4787906142452472,-0.5741880677112605,-8.242782782688199,5.474724371420663,1,-9.659111297319823,6.970383693875665,1.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.015,0.006,0.502,0.001,0.001,0.001,0.001,0.005,0.001,-4.94606867736609,0.18054556222279905,0,-0.45242421795692056,0.37123081574212646,0.14890046163457785,-2.6249741737657706,0.41,0.093,-1.5337204517022132,0.183,-1.2635133748217753,0.3128480986984574,1.9650873360854602,-8.242782782688199,5.898589743635889,0,-2.352041309881276,0.11841640978973667,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.002,0.502,0.001,0.001,0.001,0.001,0.011,0.001,0.07126907475273472,0.45420792224238793,0,-0.41757087632236556,0.11213990233413573,1.1149127057240409,-0.06760796056650875,0.102,0.188,0.02098191690910778,0.053,1.0586940366196673,0.02605585444376642,1.5438296787744625,-8.242782782688199,2.457210537320792,0,1.5931316892905123,-8.854087020766123,1.0,36918.26516253158,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.012,0.002,0.001,0.001,0.001,0.001,0.001,0.571,0.001,-2.939031799307607,0.05899094566271736,1,-1.0893968143831045,0.10886990337866836,1.3757455659032323,-1.2217076521647443,0.41,0.097,1.8443231378056928,0.068,1.4080592085196746,-0.21434780768841383,-4.925095856884012,-3.4834870826813353,-3.542026245582803,0,-3.2219265317803645,-0.03914668118230891,0.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.001,0.502,0.001,0.001,0.001,0.001,0.007,0.001,1.9721758144260035,0.8642135417186056,0,0.8047998886735303,0.8928795052556636,0.7300012759476872,0.961774366183153,0.097,0.185,1.0483525417087796,0.063,-0.15283258872051408,0.4753117943697486,0.4034741245722288,-1.455404306733655,-3.542026245582803,0,4.15705777270882,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.001,0.201,0.001,0.001,0.001,0.009,0.001,-2.4120682514447593,0.38373122585555003,0,0.4220788274737415,0.4982243218371508,-0.0758933886434239,-0.8989091039422038,0.092,0.244,2.4004610305674445,0.065,-0.2860653318276766,1.0948328834124965,-0.6444083739501077,-8.242782782688199,6.206162288006516,0,-0.7298577888508166,-8.854087020766123,0.0,49243.675521047975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.008,0.002,0.502,0.001,0.001,0.001,0.002,0.007,0.001,-1.479837561849778,0.0010304322508349723,1,0.39161721189462045,0.4252562718328935,-1.3292432889704038,-0.9198365268034259,0.11,0.244,-0.9062701513138482,0.065,-1.2190119140816207,-0.0003127814600234162,0.17584198840477466,-8.242782782688199,4.65207383341876,0,1.1705816369901263,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.021,0.318,0.001,0.001,0.302,0.291,0.108,0.571,0.155,-1.719440301667864,0.10646682385010459,0,-0.02512648877688217,0.3017529706112378,-0.3060447254723876,-0.812080630970504,0.102,0.244,0.6856439278887565,0.063,-3.0601734293842595,-0.2593031704297165,-0.29529827964325744,-3.8025573249215956,2.7079797373756924,0,2.918786365171915,0.9819884057135617,0.0,25390.85294603721,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008,0.004,0.502,0.201,0.001,0.001,0.001,0.01,0.001,0.42281822091030685,0.5007077125096995,1,1.3645927365696786,0.5769517784212204,0.4377688890205206,0.08777843129015706,0.41,0.188,-0.042585889530903476,0.065,1.0231651883662936,2.05061625343118,3.419184128411223,-8.242782782688199,-3.542026245582803,1,-9.659111297319823,2.4507920479459524,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.009,0.004,0.001,0.001,0.001,0.001,0.001,0.012,0.001,7.08299431672875,0.9911727631352534,0,1.8103781381795856,0.9961346084588917,0.2979871532732709,2.995192146813761,0.41,0.193,-1.5108282778358584,0.068,-0.5670678195963265,2.2478457740531446,1.3996244332222139,-8.242782782688199,6.476635359137466,0,5.55304420987921,-8.854087020766123,1.0,25390.85294603721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.318,0.502,0.001,0.001,0.001,0.001,0.006,0.001,-0.13991053620578175,0.0010304322508349723,0,-0.2494916860437765,0.5831165553194226,-0.30567009147235946,-0.2932547227154315,0.41,0.188,-0.899755982803224,0.062,-0.1323668180116994,-1.5579333374070263,0.6304261566535376,-1.0465745566866773,3.757920901418832,0,2.4989829085309325,-8.854087020766123,0.0,25390.85294603721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.005,0.318,0.001,0.201,0.001,0.001,0.001,0.01,0.001,-5.22805519092952,0.27038372236348174,0,0.899030377409756,0.037871434212563414,-0.36043919054727747,-2.760416315820616,0.093,0.093,-1.561028039293678,0.183,0.3431512918319121,2.7282085116149766,0.4419783481344514,-4.4309284149559485,0.884458697013573,0,-0.040486471525833956,2.4689509924326667,0.0,25390.85294603721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.021,0.001,0.502,0.001,0.001,0.001,0.001,0.005,0.001,1.388270723536752,0.8714920960137369,1,0.2895039348326155,0.838650784576686,-0.3388885776249334,0.656203460639147,0.41,0.185,0.8097918273664589,0.065,-0.35184187841751674,1.1158670135160498,-3.105299009670629,-8.242782782688199,-3.542026245582803,1,5.094234219097018,-8.854087020766123,1.0,44762.163195881236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.003,0.003,0.502,0.001,0.001,0.001,0.002,0.007,0.001,-3.0152134439179354,0.5177718118102282,0,-0.7030196681513092,0.05718788196692472,0.7213225337326523,-1.2469570718594878,0.41,0.097,1.9191488524234055,0.053,1.291460938686621,0.0849655669026359,-0.2304808325215142,-4.0000845286806435,3.9884507356176124,0,1.182845301899207,-0.20283787507925854,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.318,0.502,0.001,0.001,0.001,0.001,0.005,0.001,-1.3815935095268763,0.7668388172483984,1,-2.864306486268616,0.7394954364062891,-0.7152057619396246,-0.7309448849904976,0.096,0.244,0.13029209697270694,0.183,-1.1488023826391953,0.17182436819130875,-0.26303633784136843,1.2743784872651762,6.380433984612235,0,-0.5453505660660176,-4.369780494383462,0.0,25390.85294603721,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.318,0.502,0.001,0.001,0.291,0.001,0.571,0.001,1.3759183149321608,0.7695943989237417,0,-1.0896506725250985,0.42178464833570056,-0.3048705109498367,0.5587087380473019,0.093,0.244,0.14496917450032587,0.183,0.6893501678795356,1.0202982179639193,0.21507404714217743,-4.693646260913814,5.026431495339778,0,1.6910973085542993,-8.854087020766123,1.0,71080.18405379892,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,0.5943279948739858,0.42468707849373566,1,-2.358518918256892,0.5153495345515644,-0.5287366193921259,0.11493125818958094,0.096,0.188,-0.42624557298219345,0.059,-1.034257344002739,-0.8240889023454974,-4.925095856884012,-8.242782782688199,3.5013851312679356,0,-0.13393529718452868,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.318,0.001,0.001,0.001,0.001,0.001,0.007,0.001,-1.4191389312861908,0.514156396316999,0,-1.286538867192773,0.39879607761568053,-1.3237301765591236,-0.4450183091822124,0.092,0.244,2.329717580598092,0.183,-1.04370894589072,-0.7286750413311414,1.5596775309788615,0.03364148932339117,-3.542026245582803,0,-2.8797500629881574,-8.854087020766123,0.0,43044.77646032561,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.502,0.001,0.001,0.291,0.108,0.571,0.155,4.109205757904186,0.8975777268978846,0,0.6513898363580137,0.5517481461778193,0.2332235252197429,1.512194632326083,0.41,0.193,-2.1948657473081274,0.068,0.5175642960198242,-0.32436239817251455,-4.925095856884012,-8.242782782688199,-3.542026245582803,1,-9.659111297319823,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.003,0.502,0.001,0.302,0.001,0.001,0.006,0.001,5.267486574858544,0.9885041372493308,1,-0.38534912581940806,0.9689696777696375,0.04492366228362843,2.123718114410471,0.41,0.193,-1.6827267296424382,0.072,0.19511801396259656,-0.2197212137154753,0.36206444670306226,-8.242782782688199,1.6238793729199674,0,-9.659111297319823,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.502,0.001,0.001,0.001,0.001,0.571,0.001,-2.0652215127177107,0.3545674689378984,1,-1.50888933719535,0.0019959253876901182,0.5538708100950308,-1.0880569766875943,0.102,0.244,-0.1443286617608046,0.065,0.7090534566932674,-1.0975843674824475,-0.40018779348341166,-0.04007898963755241,-3.542026245582803,0,-9.659111297319823,-4.269868513160192,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.007,0.001,1.1786108264025483,0.7286204503779568,0,-0.3133369600584745,0.7028920843602056,-1.7659178626890617,0.5716866557157456,0.41,0.185,0.906801029755135,0.068,-1.382375598097199,-0.7864571293893282,-0.0976073886324616,-8.242782782688199,-3.542026245582803,0,7.907834426142946,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.001,0.291,0.001,0.571,0.155,1.161883476541389,0.6823504743927434,0,1.6885968729078935,0.5956476162351032,-0.2058583996103903,0.5445669500931893,0.097,0.185,0.7668533812999103,0.183,0.01943293960262628,1.3990211702801816,-1.1929843240939795,-8.242782782688199,-0.701443574663442,0,6.9700788367962225,-0.20401236849760873,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.502,0.001,0.001,0.291,0.001,0.571,0.001,-2.321424547727068,0.0010304322508349723,1,-2.5425611360072615,0.34509283826792886,-0.2917000845496414,-1.041849105036455,0.11,0.244,1.0576760656314912,0.053,-0.21437573898058507,-1.3830875174927852,-4.925095856884012,-1.1617979476459888,3.1802538374401315,0,-9.659111297319823,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.201,0.001,0.001,0.001,0.571,0.001,-2.5696236909455057,0.0010304322508349723,1,0.8316578417693443,0.56669239437317,0.8627805435204501,-1.460128564790036,0.097,0.097,-1.1339476976604566,0.053,0.5584830518037612,0.35845064550912104,-4.925095856884012,0.460770767283186,0.9046277357756645,0,3.3458666296398416,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.001,0.001,0.201,0.302,0.001,0.001,0.007,0.001,-0.6928203514668745,0.6541086472539946,1,1.5240462582702947,0.33378730317306116,-0.24325341648321214,-0.5389624776428736,0.41,0.188,-0.8093376111763627,0.06,-0.5245537613838969,1.4323669035221045,0.2647056915272498,-8.242782782688199,4.394582145687182,0,-9.659111297319823,3.4874350329902817,0.0,62335.03977457526,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.001,0.001,0.001,0.001,0.001,0.011,0.001,-3.0081229416101323,0.0010304322508349723,0,-0.6229927661487525,0.7611892051271162,-1.79605496615955,-1.2472171113368977,0.092,0.097,1.8932669458344986,0.061,-1.9442917739704668,0.6575448614523495,-1.666719973683278,-8.242782782688199,6.225617476113761,0,-2.5179540518742938,-2.217476045452626,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.502,0.201,0.001,0.001,0.001,0.571,0.001,-1.0598055849269172,0.6781841275418645,0,-2.5248243972513076,0.11369181880722556,-1.3854713617416288,-0.5200528759294801,0.102,0.244,0.5697455537949618,0.068,-0.9138987147823086,-1.1382622803866858,-0.7515197046469813,0.26158586482340607,0.6873330938266915,0,-3.7061850714062796,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.014,0.002,0.001,0.001,0.302,0.001,0.001,0.571,0.001,3.11600406435852,0.3746116074104332,0,-0.8566125945630043,0.7707604995105237,-0.9922687623355835,1.180678340493937,0.41,0.193,-1.2362469774398837,0.053,-0.9897961781937523,-2.2628860553975065,-4.925095856884012,0.018175100032942204,1.4579697267468523,0,1.582153594789673,-8.854087020766123,1.0,56169.12399838173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.008,0.502,0.001,0.302,0.001,0.001,0.007,0.001,-3.3689716389187483,0.23975130268174383,1,-0.6784860892875477,0.28251880481948055,0.13620157458887489,-1.8636074668229266,0.093,0.093,-1.3529848014549868,0.059,0.25532863012664764,-0.614798459831888,-0.7397323128780001,-3.993349209788777,-3.542026245582803,0,0.41934596456045514,-1.3433350366233612,0.0,53553.69063819533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
