binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,multicollinearity 3,random choice 2,informative_2,correlated w target 2,uniform corr 1,pd qcut1,target,correlated w target 1,pd qcut3,outliers 2,multicollinearity 1,random choice 7,duplicate_2,duplicate_1,random label num 14,uniform corr 2,multicollinearity 2,outliers 1,multicollinearity 4,corr_feature_class,informative_1,class,scaling_combined,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,random choice 4_North,random choice 4_South,random choice 4_West,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random label num 3_label num lo 2,random label num 3_label num lo 3
,0.0009900990099009901,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.01287128712871287,,1.7748931527969514,0,0.6640066001907508,,0.2046665487514676,0,1.4902846231827178,,0.18118811881188118,1.625128241904259,-0.2961175567502929,0.1198019801980198,0.6640066001907508,0.5210909070320509,0.07128712871287128,0.5630221770110517,-0.4507728898837029,1.13645285050036,2.5885111608162155,5.214030108292024,0.5210909070320509,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,0.005940594059405941,0.0039603960396039604,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.026732673267326732,83189.0,0.2230368329657497,0,1.0453063757400651,-6.354601969734389,,0,2.077177886048961,0.3012305937737329,0.18118811881188118,5.489894082513943,-1.313937301951559,0.12079207920792079,1.0453063757400651,1.298410809303382,0.06336633663366337,0.8090605230944717,,2.738891737204278,0.6898815891283449,4.9718728370430725,1.298410809303382,1,54509.421269294515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.011881188118811881,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0019801980198019802,0.01287128712871287,,0.6424511956019876,0,-0.2173042557473516,,0.3219993034604876,0,-0.0403956981884505,-0.1998667316153586,0.17425742574257425,3.736583976196617,1.1058247971330746,0.12079207920792079,-0.2173042557473516,-0.6860766332166293,0.06831683168316832,0.4745866685265066,1.8808726133450768,-2.172243474615706,1.010495802349222,2.6915224692096653,-0.6860766332166293,0,56193.93115674086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,96617.0,,0,2.7119608896597107,4.042318440722856,0.6472102951856888,0,5.165736554096395,0.942155284196516,0.2851485148514851,2.5265882866743574,1.1215266721434656,0.3207920792079208,2.7119608896597107,2.9251395877620867,0.06732673267326733,0.8943359655068955,,1.3450646658559895,-1.7931819356645486,5.093200364227785,2.9251395877620867,1,41193.49464910191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0029702970297029703,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,12914.0,0.5657052553315567,0,1.646367141258015,1.3400981419985412,,0,3.1919319238247565,2.3977953694953333,0.2851485148514851,-3.2054127263446697,0.3502369392788747,0.3207920792079208,1.646367141258015,1.882030027039841,0.07128712871287128,0.383165375320498,-0.2450933540109228,1.2869608455501298,0.3958859752918067,1.7593959193984037,1.882030027039841,1,42545.81106035541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0019801980198019802,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,30258.0,-0.0137009204579652,1,1.0474848470309324,-0.5750037763394809,0.9107988784457176,0,2.16415341226954,-0.071356501594221,0.18118811881188118,7.15664139821712,-0.7398726794963504,0.3207920792079208,1.0474848470309324,1.0198391116840506,0.06831683168316832,0.3130751580824418,,-0.7354573594147445,0.0246509044973958,4.052336784552836,1.0198391116840506,1,67455.1914141548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0009900990099009901,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.01287128712871287,,-0.1375621476988135,0,-0.8983006964065531,,0.306878159055178,1,-1.5917313144198164,,0.2851485148514851,2.3880611760103507,0.0711333197443086,0.3207920792079208,-0.8983006964065531,-0.3714869425311782,0.06633663366336634,0.3051876952027383,-0.3999907016343664,1.201809057202338,-0.667521640773928,-4.42917560163254,-0.3714869425311782,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
,0.31386138613861386,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.15247524752475247,0.1712871287128713,,-0.259823691086674,1,1.5115778404585067,3.014203827242643,0.9846389662819228,0,4.171443967670781,10.031478108522142,0.2851485148514851,3.930349865663581,-1.2271706398548898,0.11287128712871287,1.5115778404585067,-2.409975872086312,0.07920792079207921,0.8902819284732997,,,0.1614248488288084,1.835944715516093,-2.409975872086312,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0009900990099009901,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.011881188118811881,78662.0,-0.1444389421340871,0,0.4724066441252236,-1.760354458506998,0.8335286720114846,0,1.0711718257205494,-1.4046797680515,0.18118811881188118,3.939278685969316,-0.6845405008807152,0.1198019801980198,0.4724066441252236,0.5508509886724762,0.07128712871287128,0.2501554100972092,-0.2878675478251417,-0.4671519120475996,0.6371411424559507,,0.5508509886724762,0,40000.72817947983,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0029702970297029703,0.0039603960396039604,0.0009900990099009901,0.0009900990099009901,0.053465346534653464,0.37524752475247525,0.15247524752475247,0.1712871287128713,,,0,1.8961937668539977,1.2061815291073137,,0,4.663571335859559,6.020284920148782,0.2851485148514851,4.848562235408219,0.3896139008672006,0.10891089108910891,1.8961937668539977,-1.287894198500732,0.08811881188118811,0.9600625091868242,-0.2341075584932533,-0.5462921924348247,0.5875893658871946,8.97587527250261,-1.287894198500732,1,51890.98400546971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.31386138613861386,0.5128712871287129,0.20396039603960395,0.10198019801980197,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.00891089108910891,,-0.5162837666797659,0,-0.4134941414438202,,,1,-0.0591794020160871,,0.17425742574257425,2.294481169296965,-0.4892605380718298,0.3207920792079208,-0.4134941414438202,-2.044462049230024,0.07128712871287128,0.2481984787390451,,0.0159510170185716,-0.3505523504559558,2.007014318447812,-2.044462049230024,1,39520.5546134852,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.005940594059405941,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.02277227722772277,,0.1265240063750644,0,-1.3398820467032777,-1.6174748628775355,0.3125144579815491,1,-2.385582206089156,-1.5836429632343705,0.18118811881188118,3.1905748738873214,-0.86454017411955,0.10891089108910891,-1.3398820467032777,-0.8852896287436569,0.08811881188118811,0.7599672850439094,,-0.5741321939323681,-0.2745281027231029,1.4326145715330834,-0.8852896287436569,0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0029702970297029703,0.5128712871287129,0.0009900990099009901,0.10198019801980197,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01089108910891089,29317.0,,0,0.9747731471654596,-1.2422300862903706,,0,2.0071546527859363,-3.602987353610252,0.18118811881188118,5.349340976784145,0.9111744325559876,0.1099009900990099,0.9747731471654596,1.0241831340573713,0.08811881188118811,0.2704576447527357,,-0.561222810955706,-0.0629179233363743,,1.0241831340573713,1,43833.79520725544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.0039603960396039604,0.0019801980198019802,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.02178217821782178,88649.0,0.0202609589303372,0,-0.5603828863589755,,0.4123750881162978,1,-1.796914443713002,3.831486041883779,0.2851485148514851,6.220497126995493,-1.3802701661056682,0.3207920792079208,-0.5603828863589755,2.772118783740503,0.06732673267326733,0.8729665314992661,-1.1993801513296247,-0.2676641750424914,-0.4777877226824464,,2.772118783740503,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0019801980198019802,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.01485148514851485,71730.0,0.6871149352910518,1,2.96892792686494,,0.8143520975933316,0,5.725060088355324,,0.2851485148514851,3.7386318799751033,,0.3207920792079208,2.96892792686494,2.894620275821785,0.07821782178217822,0.9768406568140788,,0.5044448447071581,1.288516565565191,6.422802656026461,2.894620275821785,1,61173.356422131816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0029702970297029703,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.15247524752475247,0.1712871287128713,,,1,-2.6249741737657706,-3.332805017207268,,1,-4.94606867736609,,0.0900990099009901,1.8089664066828888,0.6025992207161507,0.10693069306930693,-2.6249741737657706,-1.5337204517022132,0.06435643564356436,,0.3113072921823214,-1.5263895044370257,1.5171102456524528,3.217879768230785,-1.5337204517022132,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.31386138613861386,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0009900990099009901,0.015841584158415842,91825.0,1.4106400837105375,0,-0.0676079605665087,0.5887209785032118,0.2310974035050382,0,0.0712690747527347,,0.17425742574257425,4.636929368356281,-1.9079966015790728,0.11287128712871287,-0.0676079605665087,0.0209819169091077,0.07920792079207921,0.0718777292396499,-0.038630988019028,0.3450926836557745,1.6929665439353798,,0.0209819169091077,1,53791.67079791526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0029702970297029703,0.0029702970297029703,0.20396039603960395,0.10198019801980197,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.02277227722772277,56251.0,,0,-1.2217076521647443,-5.53224697231283,,1,-2.939031799307607,-0.5260878821137064,0.08811881188118811,1.988380334512328,,0.11287128712871287,-1.2217076521647443,1.8443231378056928,0.07821782178217822,0.2062540537201229,,,1.3229760872572076,,1.8443231378056928,0,38808.86848815214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.31386138613861386,0.009900990099009901,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.016831683168316833,80717.0,-0.2280074299462511,0,0.961774366183153,2.669235552259148,0.8365448952805895,0,1.9721758144260035,0.4529229290073471,0.18118811881188118,7.890953786292597,-0.9254290085683136,0.11287128712871287,0.961774366183153,1.0483525417087796,0.06336633663366337,0.2488222425445549,-1.5537302304494565,,-0.1804872972372736,,1.0483525417087796,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
,0.005940594059405941,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.15247524752475247,0.026732673267326732,65162.0,-0.5686273756268369,1,-0.8989091039422038,-1.1268416018197476,,1,-2.41206825144476,-1.7432712490376483,0.2851485148514851,5.364228666123648,-0.1990674440743207,0.12079207920792079,-0.8989091039422038,2.4004610305674445,0.07920792079207921,0.5492904629103242,-0.2269167990463102,0.5576639530688048,-0.4099472027033787,3.846906725345757,2.4004610305674445,0,45605.99880343501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.006930693069306931,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.15247524752475247,0.1712871287128713,,-1.7889283478922455,0,-0.919836526803426,-2.893370164540665,0.2995884739739405,1,-1.479837561849778,2.523068637833297,0.2851485148514851,4.393494159322492,0.6829808739442088,0.1099009900990099,-0.919836526803426,-0.9062701513138482,0.07821782178217822,0.1343149568170535,,1.2089565651174337,-1.0820828737491892,,-0.9062701513138482,0,51067.37434125916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.053465346534653464,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,17801.0,0.2003589914428286,0,-0.812080630970504,-0.2224743840031386,0.4699467764006894,1,-1.719440301667864,,0.18118811881188118,-2.1678950529074283,,0.10693069306930693,-0.812080630970504,0.6856439278887565,0.07128712871287128,0.4852567125945371,0.4016777885638844,0.2362054525428605,-0.76500595023946,-3.658430753327136,0.6856439278887565,0,57923.72539835533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.31386138613861386,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.016831683168316833,3865.0,0.6503559848294774,1,0.087778431290157,5.762154658596779,,0,0.4228182209103068,4.33903184370191,0.17425742574257425,3.806414998677925,0.2907335469200325,0.1198019801980198,0.087778431290157,-0.0425858895309034,0.07821782178217822,0.9580498725624036,,-1.95957996323292,0.8219837246494105,10.107096552178064,-0.0425858895309034,1,48692.77556256134,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,0.005940594059405941,0.0009900990099009901,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.013861386138613862,28007.0,0.5470009692719139,1,2.995192146813761,8.3875462741348,,0,7.08299431672875,2.0003049383991303,0.2851485148514851,1.9193237172154896,-2.019290315136896,0.10891089108910891,2.995192146813761,-1.5108282778358584,0.061386138613861385,0.8698391141999154,,-0.3792610995313077,0.7526641108981613,1.808350907480217,-1.5108282778358584,1,32443.750401693844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.006930693069306931,0.005940594059405941,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.013861386138613862,72209.0,,0,-0.2932547227154315,-2.895861984975882,,1,-0.1399105362057817,,0.17425742574257425,1.2627752762246416,-0.3608455199411841,0.3207920792079208,-0.2932547227154315,-0.899755982803224,0.06336633663366337,0.1025053948082938,,-0.1213037619068021,-0.6998385002374141,,-0.899755982803224,0,55226.87583378972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0009900990099009901,0.0019801980198019802,0.20396039603960395,0.10198019801980197,0.0009900990099009901,0.37524752475247525,0.15247524752475247,0.020792079207920793,50514.0,,1,-2.760416315820616,-4.348619740594671,,1,-5.22805519092952,-5.423231289244932,0.0900990099009901,3.526873362783789,0.0507436420008296,0.1099009900990099,-2.760416315820616,-1.561028039293678,0.07821782178217822,0.4166522108071546,,0.5564452247707492,-1.0314171787998907,0.3468651892208079,-1.561028039293678,0,39356.13643860319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0009900990099009901,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.053465346534653464,0.0009900990099009901,0.0009900990099009901,0.015841584158415842,53441.0,0.7210686824808058,1,0.656203460639147,1.620786235307258,,0,1.388270723536752,,0.18118811881188118,1.628189283864239,0.3861195120399199,0.11287128712871287,0.656203460639147,0.8097918273664589,0.07821782178217822,0.533865083419157,0.4707999801862733,2.4173385033370645,0.4356446612109453,,0.8097918273664589,1,39464.42407819174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.01089108910891089,0.5128712871287129,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01485148514851485,57271.0,1.6798411474340098,1,-1.2469570718594878,,0.1954681912406658,1,-3.0152134439179354,0.198517525573125,0.08811881188118811,1.253231275811799,-1.0451446034408087,0.10693069306930693,-1.2469570718594878,1.9191488524234053,0.07128712871287128,0.1704833456020424,,0.3294992413731653,0.9036515227875356,2.97777238742352,1.9191488524234053,0,39867.04396907299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.005940594059405941,0.0009900990099009901,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.15247524752475247,0.00891089108910891,,-0.982005240635128,0,-0.7309448849904976,-1.5417573714297357,,1,-1.3815935095268763,,0.18118811881188118,4.119594989730063,0.4931667338759289,0.1099009900990099,-0.7309448849904976,0.1302920969727069,0.07128712871287128,0.3187762875928591,,-0.2575621449873521,-1.360725384771328,-1.827487603696824,0.1302920969727069,0,57186.077048260486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0009900990099009901,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.01881188118811881,27938.0,0.0667319489505504,1,0.5587087380473019,0.9373158823464508,0.8858877018277874,0,1.3759183149321608,-1.206082043478252,0.18118811881188118,2.593161655096137,0.4471786785426975,0.3207920792079208,0.5587087380473019,0.1449691745003258,0.07128712871287128,0.6437499652102637,,-0.5212724802988203,0.2377164801126549,1.3378160567131503,0.1449691745003258,1,60530.918121005605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.00891089108910891,0.5128712871287129,0.0009900990099009901,0.10198019801980197,0.0009900990099009901,0.37524752475247525,0.15247524752475247,0.1712871287128713,,0.9284707210998948,0,0.1149312581895809,-1.8510100949200896,0.5869529070474523,0,0.5943279948739858,4.846430522805117,0.17425742574257425,3.5318506996235595,1.1461244709957834,0.3207920792079208,0.1149312581895809,-0.4262455729821934,0.08811881188118811,0.9084057633491656,-0.0701706802518481,-1.5640931591902465,0.1970167249229883,3.216092448692926,-0.4262455729821934,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.009900990099009901,0.5128712871287129,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.020792079207920793,,-0.505272224103362,0,-0.4450183091822124,,,1,-1.4191389312861908,,0.18118811881188118,-0.3556553584394466,-2.399028813176911,0.3207920792079208,-0.4450183091822124,2.329717580598092,0.06336633663366337,0.6067059121902949,,-0.5315304943718672,-0.0168588631613694,,2.329717580598092,0,45282.55485786501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0009900990099009901,0.0009900990099009901,0.20396039603960395,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.0009900990099009901,0.01287128712871287,39898.0,1.2197002578091534,0,1.512194632326083,3.5828612100003223,,0,4.109205757904186,6.404607840718093,0.2851485148514851,-0.4343284827186409,-0.4660042878348081,0.12079207920792079,1.512194632326083,-2.1948657473081274,0.07128712871287128,0.9973789230701344,-0.1599534228090851,1.0008802517182185,0.3021929348242518,,-2.1948657473081274,1,51682.478604758384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0009900990099009901,0.5128712871287129,0.20396039603960395,0.10198019801980197,0.0009900990099009901,0.37524752475247525,0.0009900990099009901,0.01782178217821782,25521.0,,0,2.123718114410471,-0.0608356113741885,,0,5.267486574858544,0.6711109118028684,0.2851485148514851,7.189982330217562,1.7885409599258613,0.3207920792079208,2.123718114410471,-1.6827267296424382,0.06435643564356436,0.9408414316172662,1.928902103699235,-0.1896469584335904,1.0922834531085257,3.4098521004038105,-1.6827267296424382,1,35687.976859464456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
